행정구역,2020년11월_계_총인구수,2020년11월_계_연령구간인구수,2020년11월_계_0세,2020년11월_남_총인구수,2020년11월_남_연령구간인구수,2020년11월_남_0세,2020년11월_여_총인구수,2020년11월_여_연령구간인구수,2020년11월_여_0세
강원도 춘천시 강남동(4211067500),"18,981",127,127,"9,305",61,61,"9,676",66,66
강원도 춘천시 신사우동(4211070500),"21,669",167,167,"10,880",77,77,"10,789",90,90
강원도 원주시 (4213000000),"353,928","2,048","2,048","175,624","1,027","1,027","178,304","1,021","1,021"
강원도 원주시 문막읍(4213025000),"17,787",76,76,"9,080",41,41,"8,707",35,35
강원도 원주시 소초면(4213031000),"8,654",28,28,"4,525",17,17,"4,129",11,11
강원도 원주시 호저면(4213032000),"3,771",7,7,"1,979",6,6,"1,792",1,1
강원도 원주시 지정면(4213033000),"27,747",486,486,"13,695",233,233,"14,052",253,253
강원도 원주시 부론면(4213035000),"2,256",1,1,"1,148",0,0,"1,108",1,1
강원도 원주시 귀래면(4213036000),"2,166",1,1,"1,107",1,1,"1,059",0,0
강원도 원주시 흥업면(4213037000),"8,714",28,28,"4,596",18,18,"4,118",10,10
강원도 원주시 판부면(4213038000),"7,240",34,34,"3,813",17,17,"3,427",17,17
강원도 원주시 신림면(4213039000),"3,622",2,2,"1,858",0,0,"1,764",2,2
강원도 원주시 중앙동(4213051500),"2,770",3,3,"1,479",1,1,"1,291",2,2
강원도 원주시 원인동(4213052000),"5,197",7,7,"2,504",4,4,"2,693",3,3
강원도 원주시 개운동(4213053000),"12,791",43,43,"6,139",18,18,"6,652",25,25
강원도 원주시 명륜1동(4213054100),"8,680",20,20,"4,186",12,12,"4,494",8,8
강원도 원주시 명륜2동(4213054200),"15,699",28,28,"7,603",13,13,"8,096",15,15
강원도 원주시 단구동(4213055000),"43,843",234,234,"21,545",120,120,"22,298",114,114
강원도 원주시 일산동(4213056000),"8,681",45,45,"4,250",17,17,"4,431",28,28
강원도 원주시 학성동(4213057500),"4,881",13,13,"2,439",10,10,"2,442",3,3
강원도 원주시 단계동(4213059000),"28,105",207,207,"13,644",109,109,"14,461",98,98
강원도 원주시 우산동(4213060000),"13,698",63,63,"7,193",30,30,"6,505",33,33
강원도 원주시 태장1동(4213061000),"10,193",43,43,"5,120",17,17,"5,073",26,26
강원도 원주시 태장2동(4213062000),"25,027",110,110,"12,473",63,63,"12,554",47,47
강원도 원주시 봉산동(4213063500),"8,275",22,22,"4,089",11,11,"4,186",11,11
강원도 원주시 행구동(4213065000),"7,578",31,31,"3,757",18,18,"3,821",13,13
강원도 원주시 무실동(4213066000),"32,675",173,173,"16,040",85,85,"16,635",88,88
강원도 원주시 반곡관설동(4213067500),"43,878",343,343,"21,362",166,166,"22,516",177,177
강원도 강릉시 (4215000000),"213,189",926,926,"105,726",491,491,"107,463",435,435
강원도 강릉시 주문진읍(4215025000),"16,102",41,41,"7,887",20,20,"8,215",21,21
강원도 강릉시 성산면(4215031000),"3,434",7,7,"1,750",3,3,"1,684",4,4
강원도 강릉시 왕산면(4215032000),"1,594",1,1,852,1,1,742,0,0
강원도 강릉시 구정면(4215033000),"4,142",8,8,"2,131",5,5,"2,011",3,3
강원도 강릉시 강동면(4215034000),"4,300",0,0,"2,268",0,0,"2,032",0,0
강원도 강릉시 옥계면(4215035000),"3,565",8,8,"1,831",3,3,"1,734",5,5
강원도 강릉시 사천면(4215036000),"4,550",13,13,"2,366",5,5,"2,184",8,8
강원도 강릉시 연곡면(4215037000),"6,620",21,21,"3,312",9,9,"3,308",12,12
강원도 강릉시 홍제동(4215051000),"15,403",98,98,"7,527",59,59,"7,876",39,39
강원도 강릉시 중앙동(4215052000),"5,032",12,12,"2,385",4,4,"2,647",8,8
강원도 강릉시 옥천동(4215054000),"3,385",6,6,"1,732",5,5,"1,653",1,1
강원도 강릉시 교1동(4215055000),"26,201",128,128,"12,806",64,64,"13,395",64,64
강원도 강릉시 교2동(4215056000),"7,880",18,18,"3,934",8,8,"3,946",10,10
강원도 강릉시 포남1동(4215057100),"10,538",36,36,"5,187",23,23,"5,351",13,13
강원도 강릉시 포남2동(4215057200),"13,057",33,33,"6,430",16,16,"6,627",17,17
강원도 강릉시 초당동(4215058000),"4,841",29,29,"2,378",15,15,"2,463",14,14
강원도 강릉시 송정동(4215059000),"10,034",80,80,"4,856",38,38,"5,178",42,42
강원도 강릉시 내곡동(4215060000),"16,717",101,101,"8,296",46,46,"8,421",55,55
강원도 강릉시 강남동(4215061500),"18,151",74,74,"9,066",39,39,"9,085",35,35
강원도 강릉시 성덕동(4215064500),"28,775",164,164,"14,211",100,100,"14,564",64,64
강원도 강릉시 경포동(4215066500),"8,868",48,48,"4,521",28,28,"4,347",20,20
강원도 동해시 (4217000000),"90,560",408,408,"45,930",216,216,"44,630",192,192
강원도 동해시 천곡동(4217051000),"30,868",171,171,"15,348",96,96,"15,520",75,75
강원도 동해시 송정동(4217052000),"4,104",7,7,"2,248",4,4,"1,856",3,3
강원도 동해시 북삼동(4217053000),"19,302",94,94,"9,994",43,43,"9,308",51,51
강원도 동해시 부곡동(4217054000),"5,163",13,13,"2,526",5,5,"2,637",8,8
강원도 동해시 동호동(4217055000),"5,211",12,12,"2,635",7,7,"2,576",5,5
강원도 동해시 발한동(4217057000),"3,571",3,3,"1,795",1,1,"1,776",2,2
강원도 동해시 묵호동(4217059000),"3,196",7,7,"1,577",2,2,"1,619",5,5
강원도 동해시 북평동(4217060000),"12,581",87,87,"6,453",49,49,"6,128",38,38
강원도 동해시 망상동(4217063000),"3,620",9,9,"1,812",5,5,"1,808",4,4
강원도 동해시 삼화동(4217065000),"2,944",5,5,"1,542",4,4,"1,402",1,1
강원도 태백시 (4219000000),"42,800",149,149,"21,685",85,85,"21,115",64,64
강원도 태백시 황지동(4219051500),"6,445",20,20,"3,201",8,8,"3,244",12,12
강원도 태백시 황연동(4219052500),"4,495",9,9,"2,303",5,5,"2,192",4,4
강원도 태백시 삼수동(4219053500),"6,027",29,29,"3,060",19,19,"2,967",10,10
강원도 태백시 상장동(4219054000),"13,666",68,68,"6,953",41,41,"6,713",27,27
강원도 태백시 문곡소도동(4219058500),"3,894",9,9,"1,958",5,5,"1,936",4,4
강원도 태백시 장성동(4219059500),"3,521",9,9,"1,734",4,4,"1,787",5,5
강원도 태백시 구문소동(4219060500),"2,620",1,1,"1,369",1,1,"1,251",0,0
강원도 태백시 철암동(4219061500),"2,132",4,4,"1,107",2,2,"1,025",2,2
강원도 속초시 (4221000000),"82,636",437,437,"40,931",223,223,"41,705",214,214
강원도 속초시 영랑동(4221051000),"4,544",13,13,"2,357",7,7,"2,187",6,6
강원도 속초시 동명동(4221052000),"3,790",14,14,"1,913",7,7,"1,877",7,7
강원도 속초시 금호동(4221054000),"6,233",14,14,"3,047",7,7,"3,186",7,7
강원도 속초시 교동(4221056000),"9,739",46,46,"4,794",20,20,"4,945",26,26
강원도 속초시 노학동(4221057000),"21,189",91,91,"10,512",49,49,"10,677",42,42
강원도 속초시 조양동(4221058000),"29,511",238,238,"14,436",126,126,"15,075",112,112
강원도 속초시 청호동(4221059000),"4,507",17,17,"2,271",6,6,"2,236",11,11
강원도 속초시 대포동(4221060000),"3,123",4,4,"1,601",1,1,"1,522",3,3
강원도 삼척시 (4223000000),"65,409",342,342,"33,106",174,174,"32,303",168,168
강원도 삼척시 도계읍(4223025000),"10,188",25,25,"5,061",8,8,"5,127",17,17
강원도 삼척시 원덕읍(4223025300),"3,321",13,13,"1,731",7,7,"1,590",6,6
강원도 삼척시 원덕읍임원출장소(4223025400),"1,734",4,4,866,2,2,868,2,2
강원도 삼척시 근덕면(4223031000),"5,209",16,16,"2,680",9,9,"2,529",7,7
강원도 삼척시 하장면(4223032000),"1,334",7,7,725,5,5,609,2,2
강원도 삼척시 노곡면(4223033000),720,2,2,397,0,0,323,2,2
강원도 삼척시 미로면(4223034000),"1,855",3,3,966,3,3,889,0,0
강원도 삼척시 가곡면(4223035000),708,1,1,360,1,1,348,0,0
강원도 삼척시 신기면(4223036000),680,2,2,372,1,1,308,1,1
강원도 삼척시 남양동(4223051000),"7,709",22,22,"3,781",10,10,"3,928",12,12
강원도 삼척시 교동(4223053000),"14,642",140,140,"7,460",73,73,"7,182",67,67
강원도 삼척시 정라동(4223054000),"9,133",60,60,"4,658",28,28,"4,475",32,32
강원도 삼척시 성내동(4223057000),"8,176",47,47,"4,049",27,27,"4,127",20,20
강원도 홍천군 (4272000000),"69,192",282,282,"35,637",134,134,"33,555",148,148
강원도 홍천군 홍천읍(4272025000),"34,892",189,189,"17,639",89,89,"17,253",100,100
강원도 홍천군 화촌면(4272031000),"4,669",9,9,"2,466",6,6,"2,203",3,3
강원도 홍천군 두촌면(4272032000),"2,426",4,4,"1,215",2,2,"1,211",2,2
강원도 홍천군 내촌면(4272033000),"2,388",1,1,"1,251",1,1,"1,137",0,0
강원도 홍천군 서석면(4272034000),"3,740",9,9,"1,897",5,5,"1,843",4,4
강원도 홍천군 동면(4272035000),"3,962",11,11,"2,043",6,6,"1,919",5,5
강원도 홍천군 남면(4272036000),"6,205",35,35,"3,376",14,14,"2,829",21,21
강원도 홍천군 서면(4272037000),"3,797",8,8,"1,995",6,6,"1,802",2,2
강원도 홍천군 북방면(4272038000),"3,887",9,9,"2,039",4,4,"1,848",5,5
강원도 홍천군 내면(4272039000),"3,226",7,7,"1,716",1,1,"1,510",6,6
강원도 횡성군 (4273000000),"46,533",148,148,"23,858",73,73,"22,675",75,75
강원도 횡성군 횡성읍(4273025000),"20,763",104,104,"10,441",49,49,"10,322",55,55
강원도 횡성군 우천면(4273031000),"4,501",6,6,"2,352",2,2,"2,149",4,4
강원도 횡성군 안흥면(4273032000),"3,165",5,5,"1,626",2,2,"1,539",3,3
강원도 횡성군 둔내면(4273033000),"5,885",20,20,"3,086",10,10,"2,799",10,10
강원도 횡성군 갑천면(4273034000),"2,400",2,2,"1,238",2,2,"1,162",0,0
강원도 횡성군 청일면(4273035000),"2,437",2,2,"1,237",1,1,"1,200",1,1
강원도 횡성군 공근면(4273036000),"3,505",5,5,"1,833",5,5,"1,672",0,0
강원도 횡성군 서원면(4273037000),"2,133",2,2,"1,135",1,1,998,1,1
강원도 횡성군 강림면(4273038000),"1,744",2,2,910,1,1,834,1,1
강원도 영월군 (4275000000),"38,710",117,117,"19,997",60,60,"18,713",57,57
강원도 영월군 영월읍(4275025000),"21,146",98,98,"10,813",51,51,"10,333",47,47
강원도 영월군 상동읍(4275025300),"1,096",1,1,570,0,0,526,1,1
강원도 영월군 중동면(4275031000),"1,470",1,1,765,1,1,705,0,0
강원도 영월군 김삿갓면(4275032500),"1,743",2,2,897,2,2,846,0,0
강원도 영월군 북면(4275033000),"2,166",2,2,"1,128",0,0,"1,038",2,2
강원도 영월군 남면(4275034000),"2,270",1,1,"1,194",1,1,"1,076",0,0
강원도 영월군 한반도면(4275035500),"1,271",1,1,712,1,1,559,0,0
강원도 영월군 한반도면쌍용출장소(4275035900),"1,748",4,4,946,2,2,802,2,2
강원도 영월군 주천면(4275036000),"3,776",4,4,"1,938",1,1,"1,838",3,3
강원도 영월군 무릉도원면(4275038000),"2,024",3,3,"1,034",1,1,990,2,2
강원도 평창군 (4276000000),"41,665",107,107,"21,306",45,45,"20,359",62,62
강원도 평창군 평창읍(4276025000),"8,577",21,21,"4,335",6,6,"4,242",15,15
강원도 평창군 미탄면(4276031000),"1,657",1,1,877,1,1,780,0,0
강원도 평창군 방림면(4276032000),864,0,0,452,0,0,412,0,0
강원도 평창군 방림면계촌출장소(4276032500),"1,661",4,4,873,2,2,788,2,2
강원도 평창군 대화면(4276033000),"5,313",11,11,"2,686",2,2,"2,627",9,9
강원도 평창군 봉평면(4276034000),"5,726",19,19,"2,996",10,10,"2,730",9,9
강원도 평창군 용평면(4276035000),"3,097",7,7,"1,549",3,3,"1,548",4,4
강원도 평창군 진부면(4276036000),"8,783",21,21,"4,417",9,9,"4,366",12,12
강원도 평창군 대관령면(4276038000),"5,987",23,23,"3,121",12,12,"2,866",11,11
강원도 정선군 (4277000000),"36,937",126,126,"19,199",56,56,"17,738",70,70
강원도 정선군 정선읍(4277025000),"10,761",44,44,"5,479",18,18,"5,282",26,26
강원도 정선군 고한읍(4277025300),"4,730",26,26,"2,496",19,19,"2,234",7,7
강원도 정선군 사북읍(4277025600),"4,826",17,17,"2,548",4,4,"2,278",13,13
강원도 정선군 신동읍(4277025900),"1,857",6,6,961,3,3,896,3,3
강원도 정선군 신동읍함백출장소(4277026000),"1,663",2,2,825,1,1,838,1,1
강원도 정선군 남면(4277032000),"3,299",9,9,"1,762",3,3,"1,537",6,6
강원도 정선군 북평면(4277034000),"2,561",9,9,"1,285",3,3,"1,276",6,6
강원도 정선군 임계면(4277035000),"3,534",8,8,"1,875",5,5,"1,659",3,3
강원도 정선군 화암면(4277036000),"1,684",2,2,906,0,0,778,2,2
강원도 정선군 여량면(4277037000),"2,022",3,3,"1,062",0,0,960,3,3
강원도 철원군 (4278000000),"44,706",328,328,"23,235",172,172,"21,471",156,156
강원도 철원군 철원읍(4278025000),"5,413",46,46,"2,763",26,26,"2,650",20,20
강원도 철원군 김화읍(4278025300),"3,600",28,28,"1,917",15,15,"1,683",13,13
강원도 철원군 갈말읍(4278025600),"11,989",84,84,"6,436",49,49,"5,553",35,35
강원도 철원군 동송읍(4278025900),"15,492",104,104,"7,803",46,46,"7,689",58,58
강원도 철원군 서면(4278031000),"1,999",28,28,"1,117",14,14,882,14,14
강원도 철원군 서면와수출장소(4278031500),"3,819",21,21,"1,917",11,11,"1,902",10,10
강원도 철원군 근남면(4278032000),"2,285",17,17,"1,231",11,11,"1,054",6,6
강원도 철원군 근북면(4278033000),109,0,0,51,0,0,58,0,0
강원도 화천군 (4279000000),"24,868",174,174,"13,488",80,80,"11,380",94,94
강원도 화천군 화천읍(4279025000),"8,444",54,54,"4,407",24,24,"4,037",30,30
강원도 화천군 간동면(4279031000),"2,721",2,2,"1,449",1,1,"1,272",1,1
강원도 화천군 하남면(4279032000),"2,899",10,10,"1,508",5,5,"1,391",5,5
강원도 화천군 상서면(4279033000),"4,315",45,45,"2,623",18,18,"1,692",27,27
강원도 화천군 사내면(4279034000),"6,489",63,63,"3,501",32,32,"2,988",31,31
강원도 양구군 (4280000000),"22,350",156,156,"11,867",76,76,"10,483",80,80
강원도 양구군 양구읍(4280025000),"14,273",130,130,"7,337",66,66,"6,936",64,64
강원도 양구군 남면(4280031000),"3,377",10,10,"1,849",2,2,"1,528",8,8
강원도 양구군 동면(4280032000),"2,035",9,9,"1,169",4,4,866,5,5
강원도 양구군 방산면(4280033000),"1,347",4,4,800,3,3,547,1,1
강원도 양구군 해안면(4280034000),"1,318",3,3,712,1,1,606,2,2
강원도 인제군 (4281000000),"31,623",223,223,"17,044",117,117,"14,579",106,106
강원도 인제군 인제읍(4281025000),"9,751",80,80,"5,107",43,43,"4,644",37,37
강원도 인제군 인제읍귀둔출장소(4281025100),503,1,1,268,1,1,235,0,0
강원도 인제군 남면(4281031000),"3,972",37,37,"2,138",19,19,"1,834",18,18
강원도 인제군 북면(4281032000),"8,227",42,42,"4,427",23,23,"3,800",19,19
강원도 인제군 기린면(4281033000),"5,047",38,38,"2,731",18,18,"2,316",20,20
강원도 인제군 서화면(4281034000),"2,590",25,25,"1,526",13,13,"1,064",12,12
강원도 인제군 상남면(4281035000),"1,533",0,0,847,0,0,686,0,0
강원도 고성군 (4282000000),"26,798",96,96,"13,824",49,49,"12,974",47,47
강원도 고성군 간성읍(4282025000),"7,014",50,50,"3,664",26,26,"3,350",24,24
강원도 고성군 거진읍(4282025300),"6,288",9,9,"3,125",4,4,"3,163",5,5
강원도 고성군 현내면(4282031000),"2,402",8,8,"1,187",3,3,"1,215",5,5
강원도 고성군 죽왕면(4282032000),"3,781",15,15,"1,971",7,7,"1,810",8,8
강원도 고성군 토성면(4282033000),"7,313",14,14,"3,877",9,9,"3,436",5,5
강원도 양양군 (4283000000),"27,926",93,93,"14,194",52,52,"13,732",41,41
강원도 양양군 양양읍(4283025000),"12,506",58,58,"6,304",29,29,"6,202",29,29
강원도 양양군 서면(4283031000),"2,876",3,3,"1,482",2,2,"1,394",1,1
강원도 양양군 손양면(4283032000),"2,332",6,6,"1,183",4,4,"1,149",2,2
강원도 양양군 현북면(4283033000),"2,575",5,5,"1,324",3,3,"1,251",2,2
강원도 양양군 현남면(4283034000),"3,052",9,9,"1,575",6,6,"1,477",3,3
강원도 양양군 강현면(4283035000),"4,585",12,12,"2,326",8,8,"2,259",4,4
충청북도  (4300000000),"1,599,680","8,391","8,391","810,903","4,314","4,314","788,777","4,077","4,077"
충청북도 청주시 (4311000000),"844,815","5,074","5,074","425,716","2,609","2,609","419,099","2,465","2,465"
충청북도 청주시 상당구 (4311100000),"189,727","1,043","1,043","94,331",535,535,"95,396",508,508
충청북도 청주시 상당구 낭성면(4311131000),"2,271",4,4,"1,179",1,1,"1,092",3,3
충청북도 청주시 상당구 미원면(4311132000),"5,055",6,6,"2,581",3,3,"2,474",3,3
충청북도 청주시 상당구 가덕면(4311133000),"3,967",4,4,"2,022",2,2,"1,945",2,2
충청북도 청주시 상당구 남일면(4311134000),"6,893",30,30,"3,481",14,14,"3,412",16,16
충청북도 청주시 상당구 문의면(4311135000),"4,025",5,5,"2,076",4,4,"1,949",1,1
충청북도 청주시 상당구 중앙동(4311152500),"5,776",18,18,"2,844",11,11,"2,932",7,7
충청북도 청주시 상당구 성안동(4311154500),"6,971",26,26,"3,563",13,13,"3,408",13,13
충청북도 청주시 상당구 탑대성동(4311162000),"8,974",24,24,"4,415",14,14,"4,559",10,10
충청북도 청주시 상당구 영운동(4311167000),"10,842",51,51,"5,353",29,29,"5,489",22,22
충청북도 청주시 상당구 금천동(4311168000),"29,735",131,131,"14,454",61,61,"15,281",70,70
충청북도 청주시 상당구 용담.명암.산성동(4311169000),"13,596",68,68,"6,681",42,42,"6,915",26,26
충청북도 청주시 상당구 용암1동(4311172000),"54,249",373,373,"27,253",184,184,"26,996",189,189
충청북도 청주시 상당구 용암2동(4311173000),"37,373",303,303,"18,429",157,157,"18,944",146,146
충청북도 청주시 서원구 (4311200000),"195,804",866,866,"97,242",443,443,"98,562",423,423
충청북도 청주시 서원구 남이면(4311231000),"10,182",56,56,"5,314",26,26,"4,868",30,30
충청북도 청주시 서원구 현도면(4311232000),"3,360",7,7,"1,733",5,5,"1,627",2,2
충청북도 청주시 서원구 사직1동(4311251000),"7,794",24,24,"3,969",12,12,"3,825",12,12
충청북도 청주시 서원구 사직2동(4311252000),"14,472",113,113,"7,048",56,56,"7,424",57,57
충청북도 청주시 서원구 사창동(4311253000),"14,925",36,36,"7,393",16,16,"7,532",20,20
충청북도 청주시 서원구 모충동(4311254000),"14,799",58,58,"7,435",32,32,"7,364",26,26
충청북도 청주시 서원구 산남동(4311255000),"26,879",121,121,"13,381",63,63,"13,498",58,58
